Heating Fuel,Measure Values,State,Upgrade Package Assignment,Measure Names
Natural Gas,104878.4211,NY,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,47746.12238,NY,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,60708.69286,NY,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,79932.53782,NY,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,54674.74216,NY,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Fuel Oil,82554.02747,NY,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,85194.74652,NY,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,63762.37856,NY,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,45371.96858,NY,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,23895.94828,NY,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,91741.81668,NY,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,51606.46695,NY,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,93409.84894,NY,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,41608.85589,NY,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,42745.18888,NY,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Electricity,79328.70209,NY,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Electricity,52295.71188,NY,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,63721.35976,NY,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,68711.43673,NY,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,55123.48928,NY,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,39209.72554,NY,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,34900.54454,NY,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,75264.26531,NY,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,89857.70009,NY,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,39509.51321,NY,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Electricity,86169.98826,NY,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Electricity,55562.78488,NY,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,74990.81023,NY,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,79922.33018,NY,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,95224.49387,NY,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,54210.44321,NY,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,37330.83677,NY,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Electricity,126576.4832,PA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,140181.2538,PA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Electricity,86878.65934,PA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,97184.00282,PA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,149431.3226,PA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,74788.7767,PA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,170984.4606,PA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,139046.6472,PA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,98717.68393,PA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,64226.57357,PA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Fuel Oil,205026.1972,PA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,119530.8067,PA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,95972.79368,PA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,80560.66309,PA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,127419.042,PA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,85600.27025,PA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,56715.58367,PA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,38689.8429,PA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,133137.9905,PA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,103377.4306,PA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,58672.78223,PA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,47019.56731,PA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Propane,111758.2688,PA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Propane,211465.0222,PA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Propane,215068.1026,PA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Propane,178193.008,PA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,147753.9702,PA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,152987.1548,PA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Electricity,174838.5652,PA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,100965.462,PA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,148347.9188,PA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,135253.1505,PA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,112109.4191,PA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,106771.4881,PA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Fuel Oil,120973.8854,PA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,104517.5392,PA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,131129.6838,PA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,73152.15965,PA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,69205.36855,PA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,40559.11388,PA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,94332.66353,PA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,76632.82195,PA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,63007.00007,PA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,90358.16167,PA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Propane,142718.3011,PA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Propane,152280.7109,PA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Propane,166864.188,PA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,151804.363,PA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,94589.93052,PA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,96986.40152,PA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,55862.48805,PA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,333580.8569,PA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Electricity,128746.3547,PA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Electricity,98813.00623,PA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,81493.56617,PA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Fuel Oil,61205.60372,PA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,64670.98708,PA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Fuel Oil,116421.9868,PA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,99941.76435,PA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,113819.1764,PA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,72111.70464,PA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Fuel Oil,128803.6629,PA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,108282.0674,PA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,84363.65334,PA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,82267.57371,PA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,96483.9865,PA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,67028.70418,PA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,61956.74168,PA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,34073.75259,PA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,86957.79576,PA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,59092.72302,PA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Propane,218757.2632,PA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Propane,172633.8424,PA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Propane,206156.6662,PA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Electricity,82731.20745,PA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,207870.0304,PA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Electricity,84468.80538,PA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,84992.65229,PA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Fuel Oil,128483.3652,PA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,104203.6189,PA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,90163.35728,PA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,117405.6266,PA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,118995.1186,PA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,120501.0807,PA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,98848.39667,PA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,114021.4964,PA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,56415.8398,PA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,98007.60498,PA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,58149.06985,PA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,64811.4472,PA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,54171.01559,PA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Propane,196708.4723,PA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,27066.16379,PA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Electricity,61085.11874,PA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,53164.31892,PA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Electricity,179438.1862,PA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Electricity,113974.5558,PA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Electricity,86734.34179,PA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,89450.85413,PA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Electricity,268677.7347,PA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Electricity,80716.86611,PA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,131340.9698,PA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Fuel Oil,137153.9813,PA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,96252.83893,PA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,66417.80457,PA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,64252.64516,PA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Fuel Oil,110312.8282,PA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,122768.4447,PA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,87633.17978,PA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,73052.1134,PA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Fuel Oil,178493.4543,PA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,122280.7605,PA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,79944.39997,PA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,68358.52119,PA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,85216.53648,PA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,75602.28964,PA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,54404.22432,PA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,38899.48307,PA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,115249.8879,PA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,107879.3204,PA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,67109.1282,PA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Propane,211369.6622,PA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Propane,129201.7112,PA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Propane,383720.6966,PA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Propane,104016.334,PA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Propane,130334.5327,PA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Propane,143851.3732,PA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Propane,115206.743,PA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Propane,83058.8547,PA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Electricity,98099.43121,PA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,52880.42874,PA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Electricity,177998.5466,PA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Electricity,142117.1946,PA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Electricity,85931.17168,PA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,71763.88718,PA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Electricity,101327.3381,PA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Electricity,122955.2306,PA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,145624.5455,PA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,56888.80317,PA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Fuel Oil,120421.1583,PA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,124648.7266,PA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,103605.3226,PA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,60671.01235,PA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Fuel Oil,97300.51543,PA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,126482.8368,PA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,90435.56384,PA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,60047.59176,PA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,106008.4698,PA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,86187.14707,PA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,58186.52658,PA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,39738.87231,PA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,79254.67407,PA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,40695.19508,PA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,39386.24275,PA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Propane,356057.7234,PA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Propane,112566.3742,PA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Propane,209963.035,PA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Propane,103097.7106,PA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,66627.7249,PA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,97723.51651,PA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Fuel Oil,91185.39371,PA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,82563.54981,PA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,58395.26033,PA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,44503.48701,PA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Electricity,115980.5102,PA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Electricity,124360.3201,PA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,126114.3703,PA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Electricity,112007.3576,PA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Electricity,77456.8232,PA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,68582.87095,PA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Electricity,168623.6261,PA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Electricity,98526.83165,PA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,81421.3973,PA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Fuel Oil,83169.01834,PA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,94195.68372,PA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,77842.68464,PA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,71985.57169,PA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Fuel Oil,99710.96772,PA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,104069.9532,PA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,77845.94286,PA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,63380.71522,PA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Fuel Oil,119102.7272,PA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,93601.68649,PA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,80638.39426,PA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,70822.90028,PA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,79986.43677,PA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,69782.90873,PA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,49747.54826,PA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,39386.10557,PA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,86056.4102,PA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,71241.19855,PA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,56355.28492,PA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,48410.95014,PA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Propane,136661.6006,PA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Propane,194359.5306,PA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Propane,107908.3042,PA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,106022.5226,PA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Electricity,82838.01458,PA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,177872.2312,PA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Electricity,94996.09539,PA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Electricity,85359.78256,PA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,83276.91099,PA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Electricity,75575.67579,PA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,103972.83,PA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,82728.30641,PA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,43291.16911,PA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Fuel Oil,116865.3673,PA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,122832.5778,PA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,81489.23506,PA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,78760.5656,PA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Fuel Oil,150559.5234,PA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,95982.96175,PA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,85782.2573,PA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,70392.02119,PA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,100968.8394,PA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,77738.6733,PA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,55669.138,PA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,41426.92842,PA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,97524.45322,PA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,71352.45288,PA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,73544.96396,PA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,51106.93615,PA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Propane,115579.0702,PA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Propane,160253.5886,PA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Propane,109819.9003,PA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Propane,112533.9906,PA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Propane,184660.8554,PA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Electricity,106979.7027,PA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Electricity,66072.57657,PA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Electricity,64118.46311,PA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,59641.88977,PA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,119835.9776,PA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,112214.712,PA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,85306.762,PA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,90593.87846,PA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,116794.6655,PA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,117923.1335,PA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,43158.54598,PA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,35800.92823,PA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Electricity,86500.56535,PA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Electricity,94176.61899,PA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Electricity,60508.47902,PA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,56025.01754,PA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Electricity,108293.2299,PA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Electricity,89846.64536,PA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Electricity,76089.71979,PA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,73654.4206,PA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Electricity,181847.2829,PA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Electricity,51341.05633,PA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Electricity,76719.16007,PA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Fuel Oil,184607.2264,PA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,52745.07656,PA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,114803.5435,PA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,84918.75766,PA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,85899.82612,PA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,70407.38983,PA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Fuel Oil,103058.1939,PA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,80141.56121,PA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,82298.84173,PA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Fuel Oil,57862.89306,PA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,63353.13453,PA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,66661.38874,PA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,44972.65421,PA,Equip. + conventional envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,43672.38,PA,All equip. swap-out,Median Total Cost Target for Assigned Package ($)
Natural Gas,89324.98314,PA,Equip. + Phius envelope,Median Total Cost Target for Assigned Package ($)
Natural Gas,74093.20462,PA,Equip. + IECC envelope,Median Total Cost Target for Assigned Package ($)
